0,0,0,0,1, 
1,0,0,0,1,
2,3.198,-1.287,0.607,0.794,
3,3.198,1.287,0.607,0.794,
4,3.355,4.767,0.728,0.684,
5,1.433,6.841,0.998,0.058,
6,-2.66,6.802,0.528,0.848,
7,-2.66,6.802,0.528,0.848,
8,-2.66,6.802,0.528,0.848,
9,-2.66,6.802,0.528,0.848,
10,-2.66,6.802,0.528,0.848,
11,3.14,-5.162,-0.663,0.7482,
12,3.14,-9.096,-0.663,0.7482,
13,3.10,-11.1,-0.722,0.691,
